name,phone,review_count,price,food_type,rating,address,town,zip_search
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11223
11. Zee Bagels,(347) 554-87002803 Ave USheepshead Bay,78,$,$Bagels,4 star rating,2803 Ave U,Sheepshead Bay,11223
12. Metro Bagels Company,(718) 449-8906286 Avenue UGravesend,5,,Bagels,5 star rating,286 Avenue U,Gravesend,11223
13. Brothers Bagels,(718) 266-2230532 Neptune AveBrighton Beach,24,,Bagels,3.5 star rating,532 Neptune Ave,Brighton Beach,11223
14. Park Bagels,(718) 331-20901410 86th StDyker Heights,35,$$,$$Bagels,4 star rating,1410 86th St,Dyker Heights,11223
15. Coney Island Bagels,(718) 332-19062829 Coney Island AveBrighton Beach,90,$,"$Bagels, Coffee & Tea, Breakfast & Brunch",3 star rating,2829 Coney Island Ave,Brighton Beach,11223
16. Original Brooklyn Bagel,(718) 253-59282835 Nostrand AveMidwood,33,$$,$$Bagels,4.5 star rating,2835 Nostrand Ave,Midwood,11223
17. Highway Bagels,(718) 336-92001923 Kings HwyMidwood,113,$,"$Bagels, Breakfast & Brunch, Sandwiches",2.5 star rating,1923 Kings Hwy,Midwood,11223
18. Bagels on Kings,(718) 372-0024228 Kings HwyBensonhurst,29,$$,$$Bagels,2.5 star rating,228 Kings Hwy,Bensonhurst,11223
19. Dyker Park Bagels,(718) 836-6336713 86th StBay Ridge,108,$,"$Bagels, Breakfast & Brunch, Coffee & Tea",3.5 star rating,713 86th St,Bay Ridge,11223
20. NY Bagel Cafe & Deli,(718) 339-2338501 Kings HwyGravesend,9,,"Coffee & Tea, Bagels, Delis",2.5 star rating,501 Kings Hwy,Gravesend,11223
Baku Bakery,(718) 996-54141903 Ave USheepshead Bay,33,,"Desserts, Bakeries",4.5 star rating,1903 Ave U,Sheepshead Bay,11223
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11223
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11223
21. Kosher Bagel Hole,(718) 258-41501423 Ave JMidwood,57,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,1423 Ave J,Midwood,11223
22. Gerritsen Beach Bagels,(718) 934-14542712 Gerritsen AveGerritson Beach,44,$,"$Bagels, Sandwiches, Bakeries",4 star rating,2712 Gerritsen Ave,Gerritson Beach,11223
23. Bagelicious,(718) 256-03007501 13th AveDyker Heights,23,$,"$Bagels, Coffee & Tea, Grocery",3.5 star rating,7501 13th Ave,Dyker Heights,11223
24. Bay Bagels,(718) 975-31236302 Bay PkwyBensonhurst,41,$,"$Bagels, Breakfast & Brunch",3 star rating,6302 Bay Pkwy,Bensonhurst,11223
25. Knapp Street Bagels,(718) 934-02002771 Knapp StSheepshead Bay,34,$,$Bagels,3 star rating,2771 Knapp St,Sheepshead Bay,11223
26. Oh! Bagel Cafe,(718) 787-21001755 Coney Island AveMidwood,17,$$,"$$Kosher, Bagels, Pizza",3.5 star rating,1755 Coney Island Ave,Midwood,11223
27. The Brothers Deli & Bagel,(718) 680-05827105 Fort Hamilton PkwyDyker Heights,50,$,"$Delis, Bagels, Sandwiches",4 star rating,7105 Fort Hamilton Pkwy,Dyker Heights,11223
28. Avenue P Appetizers,(718) 339-7202466 Avenue PMidwood,1,,"Breakfast & Brunch, Bagels, Sandwiches",3 star rating,466 Avenue P,Midwood,11223
29. Beans and Bagels,(718) 713-22451683 E 16th StMidwood,12,,"Bagels, Breakfast & Brunch",3 star rating,1683 E 16th St,Midwood,11223
30. Hot Bagels,(718) 252-94404706 Ave NMill Basin,11,$,$Bagels,2.5 star rating,4706 Ave N,Mill Basin,11223
Baku Bakery,(718) 996-54141903 Ave USheepshead Bay,33,,"Desserts, Bakeries",4.5 star rating,1903 Ave U,Sheepshead Bay,11223
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11224
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11224
1. Cropsey Bagels & Deli,(718) 996-97002819 Cropsey AveConey Island,44,$,"$Bagels, Desserts, Delis",4 star rating,2819 Cropsey Ave,Coney Island,11224
2. Tasty Bagels,(718) 236-13891705 86th StBensonhurst,99,$,"$Bagels, Salad, Breakfast & Brunch",4 star rating,1705 86th St,Bensonhurst,11224
3. Avenue X Bagels,(347) 587-68202650C Coney Island AveGravesend,8,,Bagels,5 star rating,2650C Coney Island Ave,Gravesend,11224
4. Bagel Bazaar,(718) 996-74402208 86th StBath Beach,73,$,$Bagels,4 star rating,2208 86th St,Bath Beach,11224
5. Brothers Bagels,(718) 266-2230532 Neptune AveBrighton Beach,24,,Bagels,3.5 star rating,532 Neptune Ave,Brighton Beach,11224
6. Bagel Boy,(718) 332-34441602 Ave ZSheepshead Bay,329,$$,"$$Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,1602 Ave Z,Sheepshead Bay,11224
7. Village Bagels,(718) 339-9555257 Ave XGravesend,3,,Bagels,5 star rating,257 Ave X,Gravesend,11224
8. Hot Bagels and Bialys,(718) 975-07091909 Ave USheepshead Bay,13,,"Bagels, Delis, Sandwiches",4 star rating,1909 Ave U,Sheepshead Bay,11224
9. Bake City Bagels,(718) 339-0800357 Ave XGravesend,43,$,"$Bakeries, Bagels, Breakfast & Brunch",4 star rating,357 Ave X,Gravesend,11224
10. Wild Bagels,(718) 333-94531901 Stillwell AveGravesend,74,$,$Bagels,3.5 star rating,1901 Stillwell Ave,Gravesend,11224
The Bad Bagel,(929) 324-313040 Wyckoff AveBushwick,105,,"Breakfast & Brunch, Sandwiches, Bagels",3 star rating,40 Wyckoff Ave,Bushwick,11224
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Coffee & Tea, Bagels",4 star rating,69 5th Ave,Park Slope,11224
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11224
21. Bagels on Kings,(718) 372-0024228 Kings HwyBensonhurst,29,$$,$$Bagels,2.5 star rating,228 Kings Hwy,Bensonhurst,11224
22. Mr. Bagels Cafe,(718) 836-30009417 3rd AveFort Hamilton,1,,"Bagels, Delis",5 star rating,9417 3rd Ave,Fort Hamilton,11224
23. Bagel Pub,313 36th StSunset Park,26,,"Juice Bars & Smoothies, Breakfast & Brunch, Bagels",4 star rating,313 36th St,Sunset Park,11224
24. Bagelicious,(718) 256-03007501 13th AveDyker Heights,23,$,"$Bagels, Coffee & Tea, Grocery",3.5 star rating,7501 13th Ave,Dyker Heights,11224
25. Hot Bagels,(718) 438-5650127 Church AveKensington,85,$,"$Bagels, Sandwiches, Delis",4 star rating,127 Church Ave,Kensington,11224
26. Gerritsen Beach Bagels,(718) 934-14542712 Gerritsen AveGerritson Beach,44,$,"$Bagels, Sandwiches, Bakeries",4 star rating,2712 Gerritsen Ave,Gerritson Beach,11224
27. Knapp Street Bagels,(718) 934-02002771 Knapp StSheepshead Bay,34,$,$Bagels,3 star rating,2771 Knapp St,Sheepshead Bay,11224
28. The Brothers Deli & Bagel,(718) 680-05827105 Fort Hamilton PkwyDyker Heights,50,$,"$Delis, Bagels, Sandwiches",4 star rating,7105 Fort Hamilton Pkwy,Dyker Heights,11224
29. Sunset Bagels Cafe & Grill,(718) 514-6422946 4th AveSunset Park,22,,"Bagels, Breakfast & Brunch, American (Traditional)",3 star rating,946 4th Ave,Sunset Park,11224
30. Kosher Bagel Hole,(718) 258-41501423 Ave JMidwood,57,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,1423 Ave J,Midwood,11224
The Bad Bagel,(929) 324-313040 Wyckoff AveBushwick,105,,"Bagels, Breakfast & Brunch, Sandwiches",3 star rating,40 Wyckoff Ave,Bushwick,11224
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Coffee & Tea, Bagels, Delis",4 star rating,69 5th Ave,Park Slope,11225
Little Roy Coffee,1413 Nostrand AveFlatbush,15,,"Coffee & Tea, Coffee Roasteries",4.5 star rating,1413 Nostrand Ave,Flatbush,11225
1. Lula Bagel,(718) 778-0581816 Nostrand AveCrown Heights,239,$,"$Bagels, Coffee & Tea, Sandwiches",3.5 star rating,816 Nostrand Ave,Crown Heights,11225
2. Bagel Pub,(718) 774-2243775 Franklin AveCrown Heights,323,$,"$Breakfast & Brunch, Bagels, Coffee & Tea",3.5 star rating,775 Franklin Ave,Crown Heights,11225
3. Flatbush Bagels,(718) 469-5700557 Flatbush AveProspect Lefferts Gardens,29,,"Sandwiches, Bagels, Cafes",2 star rating,557 Flatbush Ave,Prospect Lefferts Gardens,11225
4. Crown Bagel & Deli,(718) 398-2625719 Washington AveProspect Heights,12,$$,"$$Bagels, Delis",5 star rating,719 Washington Ave,Prospect Heights,11225
5. Bergen Bagels,(718) 789-7600473 Bergen StProspect Heights,390,$,$Bagels,4 star rating,473 Bergen St,Prospect Heights,11225
6. Bunch-O-Bagels,(718) 604-0634361 Troy AveWingate,54,$,"$Bagels, Salad, Sandwiches",4 star rating,361 Troy Ave,Wingate,11225
7. The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11225
8. Bagel Pub,57 7th AvePark Slope,26,,"Coffee & Tea, Breakfast & Brunch, Bagels",4.5 star rating,57 7th Ave,Park Slope,11225
9. Bagel Story,1237 Fulton StBedford Stuyvesant,68,,"Delis, Bagels, Coffee & Tea",3 star rating,1237 Fulton St,Bedford Stuyvesant,11225
10. Olde Brooklyn Bagel Shoppe,(718) 622-6227645 Vanderbilt AveProspect Heights,276,$,$Bagels,3 star rating,645 Vanderbilt Ave,Prospect Heights,11225
Little Skips South,(347) 240-64511038 Nostrand AveProspect Lefferts Gardens,8,,Coffee & Tea,5 star rating,1038 Nostrand Ave,Prospect Lefferts Gardens,11225
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11225
Little Roy Coffee,1413 Nostrand AveFlatbush,15,,"Coffee & Tea, Coffee Roasteries",4.5 star rating,1413 Nostrand Ave,Flatbush,11225
11. Holesome Bagels,(347) 955-5300333 Kingston AveCrown Heights,10,$,"$Bagels, Pizza",2.5 star rating,333 Kingston Ave,Crown Heights,11225
12. The Bagel Market,(718) 230-4700106 7th AvePark Slope,163,$$,$$Bagels,3 star rating,106 7th Ave,Park Slope,11225
13. Fulton Bagel House,(347) 378-28531128 Fulton StClinton Hill,2,,Bagels,3 star rating,1128 Fulton St,Clinton Hill,11225
14. Dave’s deli bagel organic,248 Kingston AveCrown Heights,1,,"Delis, Bagels",5 star rating,248 Kingston Ave,Crown Heights,11225
15. JW Real Polish Delicatessen,(718) 559-6686321 Church AveKensington,6,,"Delis, Polish, Bagels",5 star rating,321 Church Ave,Kensington,11225
16. Blue Marble,(718) 399-6926186 Underhill AveProspect Heights,253,$$,"$$Ice Cream & Frozen Yogurt, Coffee & Tea, Bagels",4 star rating,186 Underhill Ave,Prospect Heights,11225
17. La Bagel Delight,(718) 398-9529122 7th AvePark Slope,90,$,"$Bagels, Breakfast & Brunch, Sandwiches",3 star rating,122 7th Ave,Park Slope,11225
18. Bagel Nest,(718) 872-75451237 Fulton StBedford Stuyvesant,1,,Bagels,4 star rating,1237 Fulton St,Bedford Stuyvesant,11225
19. Lark Cafe,(718) 676-14101007 Church AveFlatbush,162,$,"$Coffee & Tea, Breakfast & Brunch, Bagels",3.5 star rating,1007 Church Ave,Flatbush,11225
20. Big Boy 2 Deli,(718) 483-80791452 Nostrand AveFlatbush,3,$$$,"$$$Convenience Stores, Bagels",2.5 star rating,1452 Nostrand Ave,Flatbush,11225
Little Skips South,(347) 240-64511038 Nostrand AveProspect Lefferts Gardens,8,,Coffee & Tea,5 star rating,1038 Nostrand Ave,Prospect Lefferts Gardens,11225
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11225
Little Roy Coffee,1413 Nostrand AveFlatbush,15,,"Coffee & Tea, Coffee Roasteries",4.5 star rating,1413 Nostrand Ave,Flatbush,11225
21. Bagels R Bakin,(347) 404-7122410 Church AveKensington,9,$,"$Sandwiches, Bagels",2 star rating,410 Church Ave,Kensington,11225
22. Arele’s Bagels,(718) 493-4270331 Kingston AveCrown Heights,,,Bagels,,331 Kingston Ave,Crown Heights,11225
23. Fulton Convenience,1128 Fulton StClinton Hill,,,"Bakeries, Vitamins & Supplements, Bagels",,1128 Fulton St,Clinton Hill,11225
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Coffee & Tea, Bagels, Delis",4 star rating,69 5th Ave,Park Slope,11226
Lark Cafe,(718) 676-14101007 Church AveFlatbush,162,,"Bagels, Coffee & Tea, Breakfast & Brunch",3.5 star rating,1007 Church Ave,Flatbush,11226
1. Hot Bagels,(718) 438-5650127 Church AveKensington,85,$,"$Bagels, Sandwiches, Delis",4 star rating,127 Church Ave,Kensington,11226
2. Catskill Bagels,(718) 282-50491416 Cortelyou RdFlatbush,225,$,"$Coffee & Tea, Bagels, Sandwiches",2.5 star rating,1416 Cortelyou Rd,Flatbush,11226
3. The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11226
4. Original Brooklyn Bagel,(718) 253-59282835 Nostrand AveMidwood,33,$$,$$Bagels,4.5 star rating,2835 Nostrand Ave,Midwood,11226
5. Bergen Bagels,(718) 789-7600473 Bergen StProspect Heights,390,$,$Bagels,4 star rating,473 Bergen St,Prospect Heights,11226
6. Kosher Bagel Hole,(718) 258-41501423 Ave JMidwood,57,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,1423 Ave J,Midwood,11226
7. Lula Bagel,(718) 778-0581816 Nostrand AveCrown Heights,239,$,"$Bagels, Coffee & Tea, Sandwiches",3.5 star rating,816 Nostrand Ave,Crown Heights,11226
8. Bagel Pub,(718) 499-4402287 9th StPark Slope,470,$,"$Cafes, Breakfast & Brunch, Bagels",4 star rating,287 9th St,Park Slope,11226
9. Bagel Pub,57 7th AvePark Slope,26,,"Coffee & Tea, Breakfast & Brunch, Bagels",4.5 star rating,57 7th Ave,Park Slope,11226
10. Crown Bagel & Deli,(718) 398-2625719 Washington AveProspect Heights,12,$$,"$$Bagels, Delis",5 star rating,719 Washington Ave,Prospect Heights,11226
Little Roy Coffee,1413 Nostrand AveFlatbush,15,,"Coffee & Tea, Coffee Roasteries",4.5 star rating,1413 Nostrand Ave,Flatbush,11226
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11226
Lark Cafe,(718) 676-14101007 Church AveFlatbush,162,,"Breakfast & Brunch, Bagels, Coffee & Tea",3.5 star rating,1007 Church Ave,Flatbush,11226
11. Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,$,"$Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11226
12. Shelsky’s Brooklyn Bagels,(718) 855-8817453 4th AveSouth Slope,113,,"Bagels, Coffee & Tea, Sandwiches",3 star rating,453 4th Ave,South Slope,11226
13. Sunset Bagels Cafe & Grill,(718) 887-99391501 Foster AveFlatbush,185,$$,"$$Delis, Cafes, Bagels",2.5 star rating,1501 Foster Ave,Flatbush,11226
14. Holy Bagel,(718) 676-53332388 Nostrand AveMidwood,8,$,"$Bagels, Breakfast & Brunch, Sandwiches",4.5 star rating,2388 Nostrand Ave,Midwood,11226
15. Hot Bagels,(718) 252-94404706 Ave NMill Basin,11,$,$Bagels,2.5 star rating,4706 Ave N,Mill Basin,11226
16. Bagel World,(718) 499-1143339 5th AvePark Slope,215,$,"$Bagels, Salad, Breakfast & Brunch",4 star rating,339 5th Ave,Park Slope,11226
17. JW Real Polish Delicatessen,(718) 559-6686321 Church AveKensington,6,,"Delis, Polish, Bagels",5 star rating,321 Church Ave,Kensington,11226
18. Bagel Hole,(718) 788-4014400 7th AveSouth Slope,266,$,$Bagels,3.5 star rating,400 7th Ave,South Slope,11226
19. La Bagel Delight,(718) 768-6107284 7th AvePark Slope,302,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,284 7th Ave,Park Slope,11226
20. Olde Brooklyn Bagel Shoppe,(718) 622-6227645 Vanderbilt AveProspect Heights,276,$,$Bagels,3 star rating,645 Vanderbilt Ave,Prospect Heights,11226
Little Roy Coffee,1413 Nostrand AveFlatbush,15,,"Coffee Roasteries, Coffee & Tea",4.5 star rating,1413 Nostrand Ave,Flatbush,11226
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Coffee & Tea, Delis, Bagels",4 star rating,69 5th Ave,Park Slope,11226
Lark Cafe,(718) 676-14101007 Church AveFlatbush,162,,"Breakfast & Brunch, Bagels, Coffee & Tea",3.5 star rating,1007 Church Ave,Flatbush,11226
21. Baked In Brooklyn Bakery Store,(718) 788-3164755 5th AveSunset Park,245,$,"$Bakeries, Bagels, Sandwiches",4 star rating,755 5th Ave,Sunset Park,11226
22. Bagel Pub,313 36th StSunset Park,26,,"Juice Bars & Smoothies, Breakfast & Brunch, Bagels",4 star rating,313 36th St,Sunset Park,11226
23. Mill Basin Bagel Cafe,(718) 531-36306319 Ave NMill Basin,61,$,"$Bagels, Bakeries, Breakfast & Brunch",2.5 star rating,6319 Ave N,Mill Basin,11226
24. Highway Bagels,(718) 336-92001923 Kings HwyMidwood,113,$,"$Bagels, Breakfast & Brunch, Sandwiches",2.5 star rating,1923 Kings Hwy,Midwood,11226
25. Tasty Bagels,(718) 236-13891705 86th StBensonhurst,99,$,"$Bagels, Salad, Breakfast & Brunch",4 star rating,1705 86th St,Bensonhurst,11226
26. Hot Bagels,(718) 633-40094807 13th AveBorough Park,22,$,"$Bagels, Bakeries, Sandwiches",3.5 star rating,4807 13th Ave,Borough Park,11226
27. Prospect Provisions,(347) 763-2777597 4th AveSouth Slope,110,,"Sandwiches, Breakfast & Brunch, Bagels",5 star rating,597 4th Ave,South Slope,11226
28. Flatbush Bagels,(718) 469-5700557 Flatbush AveProspect Lefferts Gardens,29,,"Sandwiches, Bagels, Cafes",2 star rating,557 Flatbush Ave,Prospect Lefferts Gardens,11226
29. Bagel Pub,(718) 774-2243775 Franklin AveCrown Heights,323,$,"$Breakfast & Brunch, Bagels, Coffee & Tea",3.5 star rating,775 Franklin Ave,Crown Heights,11226
30. Hot Bagels,(718) 339-81381506 Ave MMidwood,12,$,$Bagels,3.5 star rating,1506 Ave M,Midwood,11226
Little Roy Coffee,1413 Nostrand AveFlatbush,15,,"Coffee Roasteries, Coffee & Tea",4.5 star rating,1413 Nostrand Ave,Flatbush,11226
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11228
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11228
1. Park Bagels,(718) 331-20901410 86th StDyker Heights,35,$$,$$Bagels,4 star rating,1410 86th St,Dyker Heights,11228
2. Tasty Bagels,(718) 236-13891705 86th StBensonhurst,99,$,"$Bagels, Salad, Breakfast & Brunch",4 star rating,1705 86th St,Bensonhurst,11228
3. Bagel Boy,(718) 748-03668002 3rd AveBay Ridge,276,$,"$Bagels, Breakfast & Brunch",4 star rating,8002 3rd Ave,Bay Ridge,11228
4. Dyker Park Bagels,(718) 836-6336713 86th StBay Ridge,108,$,"$Bagels, Breakfast & Brunch, Coffee & Tea",3.5 star rating,713 86th St,Bay Ridge,11228
5. Bagel Supreme,(718) 745-11089401 5th AveFort Hamilton,60,$,"$Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,9401 5th Ave,Fort Hamilton,11228
6. H & L Bagels,(718) 748-66268818 3rd AveBay Ridge,41,$,$Bagels,4 star rating,8818 3rd Ave,Bay Ridge,11228
7. Bagelicious,(718) 256-03007501 13th AveDyker Heights,23,$,"$Bagels, Coffee & Tea, Grocery",3.5 star rating,7501 13th Ave,Dyker Heights,11228
8. Bagel Villa,(718) 745-11757221 5th AveBay Ridge,54,$,"$Sandwiches, Breakfast & Brunch, Bagels",4 star rating,7221 5th Ave,Bay Ridge,11228
9. Bagel Pub,313 36th StSunset Park,26,,"Juice Bars & Smoothies, Breakfast & Brunch, Bagels",4 star rating,313 36th St,Sunset Park,11228
10. The Brothers Deli & Bagel,(718) 680-05827105 Fort Hamilton PkwyDyker Heights,50,$,"$Delis, Bagels, Sandwiches",4 star rating,7105 Fort Hamilton Pkwy,Dyker Heights,11228
Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,,"Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11228
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Coffee & Tea, Bagels",4 star rating,69 5th Ave,Park Slope,11228
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11228
11. Hot Bagel and Deli,(718) 748-26607017 3rd AveBay Ridge,8,$,"$Delis, Bagels",4.5 star rating,7017 3rd Ave,Bay Ridge,11228
12. Mr. Bagels Cafe,(718) 836-30009417 3rd AveFort Hamilton,1,,"Bagels, Delis",5 star rating,9417 3rd Ave,Fort Hamilton,11228
13. Bagel Bazaar,(718) 996-74402208 86th StBath Beach,73,$,$Bagels,4 star rating,2208 86th St,Bath Beach,11228
14. Sam’s Bagels,(718) 680-57007715 5th AveBay Ridge,37,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,7715 5th Ave,Bay Ridge,11228
15. Bagel Schmagel,(718) 833-17747510 3rd AveBay Ridge,181,$,$Bagels,3 star rating,7510 3rd Ave,Bay Ridge,11228
16. Steve’s Bagels,(718) 680-50106907 4th AveBay Ridge,111,$,"$Coffee & Tea, Bagels",3 star rating,6907 4th Ave,Bay Ridge,11228
17. Sunset Bagels,(718) 833-82338624 5th AveBay Ridge,107,$,$Bagels,2 star rating,8624 5th Ave,Bay Ridge,11228
18. Fantastic Bagels,(718) 238-07338614 4th AveBay Ridge,58,$,"$Bagels, Breakfast & Brunch",3.5 star rating,8614 4th Ave,Bay Ridge,11228
19. Bagels Plus,(718) 232-14047501 New Utrecht AveBensonhurst,33,$$,"$$Bagels, Bakeries",3 star rating,7501 New Utrecht Ave,Bensonhurst,11228
20. Cropsey Bagels & Deli,(718) 996-97002819 Cropsey AveConey Island,44,$,"$Bagels, Desserts, Delis",4 star rating,2819 Cropsey Ave,Coney Island,11228
Terrace Bagels,(718) 768-3943222 & 222A Prospect Park WWindsor Terrace,361,,"Sandwiches, Bagels, Breakfast & Brunch",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace,11228
The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Delis, Bagels, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,11228
Howard Beach Bagel Cafe,(718) 843-5700162-54 Crossbay BlvdHoward Beach,91,,Bagels,3.5 star rating,162-54 Crossbay Blvd,Howard Beach,11228
21. Metro Bagel & Cafe,(718) 567-06665811 4th AveSunset Park,16,$,"$Bagels, Breakfast & Brunch, Cafes",3.5 star rating,5811 4th Ave,Sunset Park,11228
